person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status,person_gender_male,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes
21,91133.0,0,17950.0,10.91,0.2,3,632,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
25,29768.0,2,7000.0,9.63,0.24,3,588,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
23,75751.0,0,17800.0,16.35,0.23,3,706,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
23,29703.0,0,1500.0,12.21,0.05,2,614,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
22,58463.0,2,17750.0,13.49,0.3,4,631,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22,79018.0,0,17700.0,11.49,0.22,2,580,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
26,29774.0,5,8000.0,9.76,0.27,3,626,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
24,29945.0,2,8000.0,11.34,0.27,4,608,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
22,29719.0,0,3975.0,13.87,0.13,3,581,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
23,54940.0,0,17625.0,8.9,0.32,4,632,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,71926.0,3,17600.0,12.99,0.24,2,674,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
22,79198.0,3,17600.0,10.74,0.22,2,658,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
24,85015.0,2,17600.0,10.62,0.21,2,671,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
24,86667.0,4,17600.0,11.01,0.2,4,687,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
21,29771.0,0,5000.0,8.7,0.17,2,637,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
23,30322.0,0,3500.0,12.99,0.12,2,638,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
24,87591.0,2,17600.0,17.19,0.2,4,575,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
21,30100.0,0,4500.0,11.83,0.15,4,634,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
21,30359.0,0,4000.0,15.05,0.13,4,616,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
22,30654.0,0,1800.0,11.89,0.06,4,634,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
24,30508.0,2,5000.0,10.75,0.16,3,638,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
25,53946.0,7,17500.0,12.53,0.32,4,601,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
23,57933.0,2,17500.0,13.61,0.3,4,603,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
22,59775.0,0,17500.0,13.85,0.29,2,572,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
23,59911.0,3,17500.0,13.85,0.29,4,530,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
23,64829.0,0,17500.0,6.54,0.27,2,606,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
24,67010.0,2,17500.0,17.19,0.26,3,652,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
24,70497.0,0,17500.0,13.49,0.25,4,661,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
23,71775.0,2,17500.0,9.25,0.24,4,613,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
26,73071.0,4,17500.0,6.54,0.24,4,663,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
26,90937.0,6,17500.0,7.9,0.19,2,659,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
22,30807.0,1,5500.0,13.16,0.18,2,648,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25,115940.0,3,17500.0,11.71,0.15,2,622,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
21,31015.0,0,2000.0,13.99,0.06,3,685,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
21,55627.0,0,17475.0,9.91,0.31,2,628,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,30846.0,2,5000.0,12.69,0.16,2,670,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,70863.0,0,17475.0,7.51,0.25,3,677,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
24,99296.0,3,17400.0,11.99,0.18,4,637,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
24,115945.0,2,17400.0,10.37,0.15,2,619,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
24,115184.0,0,17200.0,17.58,0.15,3,702,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
21,30833.0,0,7000.0,15.58,0.23,2,656,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
24,52999.0,4,17000.0,13.47,0.32,3,642,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
24,55854.0,0,17000.0,10.38,0.3,2,578,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
23,57593.0,2,17000.0,9.99,0.3,4,592,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,61097.0,2,17000.0,16.82,0.28,3,623,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
24,60984.0,2,17000.0,13.79,0.28,3,653,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
23,31332.0,1,4575.0,11.01,0.15,2,634,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23,31349.0,4,8000.0,11.26,0.26,2,689,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
23,62182.0,0,17000.0,8.49,0.27,4,625,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
24,54942.0,3,17000.0,14.96,0.31,2,700,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
25,63261.0,3,17000.0,12.98,0.27,2,610,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
21,31155.0,0,6500.0,11.34,0.21,4,610,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
23,63351.0,1,17000.0,11.58,0.27,4,686,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
24,64211.0,0,17000.0,11.01,0.26,3,649,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
23,66950.0,1,17000.0,9.88,0.25,4,619,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
26,31024.0,5,7400.0,11.01,0.24,2,567,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
24,68170.0,0,17000.0,7.51,0.25,3,614,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
23,64556.0,3,17000.0,10.25,0.26,4,577,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
22,31115.0,0,2400.0,14.27,0.08,2,636,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
23,72793.0,0,17000.0,11.11,0.23,2,625,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
25,73028.0,7,17000.0,6.91,0.23,2,710,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
23,31178.0,1,4000.0,15.27,0.13,4,649,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
25,75508.0,5,17000.0,5.99,0.23,3,685,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
26,79101.0,5,17000.0,13.47,0.21,2,578,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
23,84499.0,0,17000.0,8.88,0.2,3,645,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
25,87492.0,3,17000.0,7.88,0.19,3,558,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
24,90980.0,2,17000.0,12.53,0.19,2,669,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
24,91266.0,2,17000.0,9.33,0.19,3,647,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
23,94695.0,2,17000.0,10.99,0.18,3,651,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
21,30831.0,0,3600.0,9.91,0.12,4,718,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
23,103010.0,1,17000.0,13.11,0.17,2,688,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
22,107908.0,0,17000.0,9.63,0.16,4,683,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
26,80871.0,3,17000.0,16.77,0.21,3,541,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
23,109240.0,1,17000.0,10.59,0.16,3,572,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
26,115122.0,6,17000.0,11.49,0.15,3,641,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
22,116194.0,0,17000.0,11.48,0.15,2,514,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
25,137594.0,1,17000.0,10.37,0.12,3,669,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
21,59902.0,0,16950.0,18.25,0.28,4,625,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
24,87431.0,6,16875.0,6.54,0.19,4,674,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,30654.0,3,7000.0,6.99,0.23,2,609,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
23,31092.0,3,7200.0,8.49,0.23,2,511,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
22,61297.0,2,16800.0,12.53,0.27,3,577,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
22,30825.0,0,1800.0,8.49,0.06,2,538,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
24,67065.0,2,16800.0,11.01,0.25,4,661,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
22,73185.0,0,16800.0,14.65,0.23,4,637,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
24,73002.0,4,16800.0,6.54,0.23,2,681,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
23,72852.0,0,16800.0,13.85,0.23,2,547,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
26,65653.0,3,16800.0,12.67,0.26,3,580,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
22,31452.0,0,3000.0,9.99,0.1,3,670,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22,79817.0,0,16800.0,13.49,0.21,3,671,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
22,71832.0,2,16800.0,16.77,0.23,2,661,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
24,90064.0,5,16800.0,15.65,0.19,3,619,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
26,117398.0,2,16800.0,12.42,0.14,3,605,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
26,117420.0,0,16800.0,6.17,0.14,4,652,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
23,124519.0,1,16800.0,13.11,0.13,4,549,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
25,31156.0,4,2000.0,14.17,0.06,3,632,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
22,54949.0,0,16750.0,10.75,0.3,4,676,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,54970.0,7,16750.0,12.41,0.3,3,650,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
23,56749.0,0,16750.0,11.99,0.3,3,668,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22,61422.0,0,16750.0,13.11,0.27,4,616,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
23,65631.0,0,16750.0,11.01,0.26,4,520,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
23,66865.0,2,16700.0,10.37,0.25,3,628,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
25,71937.0,5,16600.0,14.18,0.23,4,660,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
26,85078.0,5,16525.0,13.92,0.19,2,612,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
25,119053.0,4,16525.0,15.28,0.14,3,655,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
26,57881.0,3,16500.0,11.01,0.29,4,515,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
23,57630.0,1,16500.0,10.62,0.29,3,615,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
22,58425.0,2,16500.0,8.9,0.28,4,607,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
25,30903.0,3,1500.0,6.76,0.05,4,611,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,68083.0,0,16500.0,12.8,0.24,3,688,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
25,69894.0,0,16500.0,9.32,0.24,3,650,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
24,31001.0,3,9000.0,7.14,0.29,4,688,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
25,30625.0,1,3000.0,6.76,0.1,2,576,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
26,100982.0,5,16500.0,16.77,0.16,4,686,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
24,55218.0,5,16425.0,13.49,0.3,2,621,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
24,74016.0,0,16400.0,10.99,0.22,4,640,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
26,57535.0,4,16250.0,12.42,0.28,4,675,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
21,30925.0,0,1000.0,7.51,0.03,3,645,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
22,65761.0,0,16075.0,10.37,0.24,3,572,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
26,31235.0,0,6250.0,15.31,0.2,4,665,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
23,31004.0,4,4750.0,13.57,0.15,2,634,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21,30896.0,0,2800.0,11.01,0.09,3,687,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
22,31134.0,0,6000.0,11.89,0.19,2,641,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
25,31069.0,3,4800.0,12.53,0.15,3,652,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
21,49254.0,0,16000.0,11.83,0.32,4,535,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
21,51010.0,0,16000.0,12.84,0.31,2,551,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
24,51985.0,3,16000.0,11.71,0.31,3,551,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23,30811.0,1,5000.0,9.32,0.16,2,696,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24,52342.0,3,16000.0,8.9,0.31,3,656,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,52690.0,1,16000.0,11.49,0.3,2,677,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
25,31191.0,0,1525.0,10.95,0.05,2,628,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
24,30823.0,2,7000.0,9.32,0.23,2,653,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
23,53674.0,0,16000.0,8.49,0.3,4,609,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
24,54104.0,2,16000.0,7.49,0.3,2,600,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
24,31044.0,0,6500.0,11.01,0.21,4,640,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,30812.0,3,10000.0,8.0,0.32,2,658,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
22,54957.0,0,16000.0,10.59,0.29,4,597,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,31566.0,0,8800.0,9.33,0.28,3,700,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
24,30898.0,4,5000.0,5.79,0.16,4,672,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
22,31365.0,0,4000.0,16.49,0.13,2,648,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
26,30911.0,5,5400.0,16.49,0.17,2,609,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,31147.0,1,7000.0,6.03,0.22,4,679,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23,58445.0,1,16000.0,10.0,0.27,4,569,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
22,51255.0,0,16000.0,16.0,0.31,3,537,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
25,61031.0,1,16000.0,17.58,0.26,4,548,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
24,31480.0,3,3200.0,15.23,0.1,2,628,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
23,31340.0,0,1200.0,7.49,0.04,3,651,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24,61275.0,1,16000.0,13.99,0.26,2,666,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
25,31532.0,1,1200.0,15.99,0.04,3,623,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
24,60634.0,3,16000.0,10.62,0.26,2,656,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
22,53876.0,0,16000.0,16.35,0.3,3,642,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
24,61802.0,5,16000.0,13.85,0.26,3,610,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
23,55125.0,1,16000.0,16.45,0.29,4,658,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
21,63342.0,0,16000.0,15.7,0.25,4,610,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
22,64422.0,0,16000.0,7.9,0.25,4,683,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
24,65886.0,2,16000.0,11.01,0.24,4,627,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
22,31303.0,0,4000.0,12.73,0.13,2,716,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
25,59662.0,1,16000.0,11.01,0.27,4,672,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,67314.0,1,16000.0,11.01,0.24,3,595,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
21,66951.0,0,16000.0,8.94,0.24,2,679,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
21,31293.0,3,6500.0,14.26,0.21,2,616,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22,31349.0,2,7000.0,13.92,0.22,3,574,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
25,70677.0,0,16000.0,11.01,0.23,2,660,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
25,63174.0,4,16000.0,13.98,0.25,3,635,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
23,31307.0,2,1000.0,11.48,0.03,4,603,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
22,31360.0,1,1000.0,11.48,0.03,3,609,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22,64006.0,0,16000.0,12.69,0.25,3,648,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
26,72687.0,1,16000.0,7.49,0.22,2,624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,65845.0,3,16000.0,15.65,0.24,4,694,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
26,65861.0,0,16000.0,14.83,0.24,2,638,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
24,31322.0,1,4000.0,16.49,0.13,3,592,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22,74104.0,2,16000.0,11.01,0.22,2,644,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
23,75363.0,2,16000.0,7.49,0.21,2,551,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
23,31364.0,1,5000.0,9.99,0.16,3,617,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
23,31658.0,3,7850.0,13.49,0.25,4,522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22,31526.0,2,7000.0,6.99,0.22,2,677,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,69691.0,0,16000.0,17.15,0.23,4,532,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
26,31673.0,3,5600.0,11.91,0.18,4,554,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
22,69519.0,2,16000.0,17.27,0.23,3,625,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
23,77758.0,0,16000.0,10.74,0.21,3,671,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
22,78854.0,0,16000.0,10.37,0.2,4,648,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
21,78756.0,2,16000.0,9.91,0.2,3,666,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
24,31512.0,2,1500.0,9.91,0.05,3,654,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
22,78766.0,0,16000.0,8.49,0.2,4,680,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
22,31907.0,0,3500.0,12.18,0.11,2,561,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
22,79139.0,2,16000.0,7.88,0.2,3,668,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
24,71664.0,0,16000.0,16.45,0.22,2,587,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
23,78997.0,0,16000.0,14.59,0.2,4,662,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
22,79081.0,0,16000.0,13.47,0.2,3,509,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
22,71782.0,0,16000.0,16.32,0.22,3,562,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
25,80021.0,0,16000.0,10.0,0.2,4,580,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
22,31844.0,0,3000.0,9.45,0.09,3,560,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23,74404.0,0,16000.0,16.0,0.22,3,630,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
23,76046.0,0,16000.0,14.54,0.21,2,560,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,76988.0,0,16000.0,14.42,0.21,3,683,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
25,32178.0,4,3825.0,11.71,0.12,2,691,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20,78039.0,0,16000.0,15.31,0.21,4,671,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
24,87513.0,4,16000.0,13.06,0.18,2,680,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
26,89843.0,0,16000.0,14.84,0.18,3,618,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
24,90149.0,1,16000.0,11.86,0.18,3,636,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
26,91345.0,1,16000.0,17.27,0.18,4,545,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
26,32273.0,2,7000.0,10.99,0.22,4,665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
26,90760.0,1,16000.0,11.01,0.18,2,615,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
23,32433.0,3,7800.0,10.59,0.24,4,633,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
26,91043.0,6,16000.0,13.35,0.18,2,655,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
23,32279.0,0,5000.0,7.91,0.15,2,565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24,83935.0,3,16000.0,11.89,0.19,4,602,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21,25289.0,0,1000.0,14.26,0.04,2,629,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
25,32251.0,1,10000.0,5.79,0.31,3,517,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
23,31937.0,0,2000.0,10.36,0.06,2,643,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
22,32056.0,0,4000.0,9.25,0.12,2,542,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
21,32410.0,0,6000.0,5.79,0.19,2,633,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
25,29563.0,1,1000.0,11.49,0.03,2,682,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
24,29548.0,3,1000.0,17.99,0.03,3,631,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
23,32165.0,2,10000.0,11.01,0.31,3,567,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
21,29451.0,0,1000.0,10.99,0.03,2,546,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
21,30774.0,0,1000.0,13.98,0.03,4,641,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
26,30751.0,0,1000.0,14.65,0.03,3,560,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
22,31240.0,0,1000.0,15.95,0.03,2,682,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,32280.0,5,8500.0,16.45,0.26,3,684,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,32115.0,3,7000.0,7.74,0.22,2,686,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
22,34720.0,0,1000.0,16.29,0.03,3,599,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
25,34502.0,3,1000.0,7.51,0.03,3,695,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,32239.0,1,2000.0,7.4,0.06,2,569,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22,34732.0,0,1000.0,10.25,0.03,4,509,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24,34565.0,0,1000.0,12.53,0.03,4,627,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
23,35182.0,1,1000.0,7.9,0.03,3,624,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
22,35600.0,2,1000.0,7.29,0.03,4,631,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
26,35991.0,1,1000.0,7.74,0.03,4,627,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
24,37240.0,3,1000.0,7.51,0.03,2,579,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
21,36870.0,0,1000.0,10.99,0.03,4,648,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
23,37075.0,0,1000.0,7.49,0.03,3,613,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
23,32214.0,0,7000.0,14.93,0.22,4,643,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
21,36893.0,0,1000.0,11.01,0.03,3,681,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
22,32541.0,1,500.0,10.46,0.02,4,643,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
26,36677.0,1,1000.0,9.63,0.03,3,514,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
25,32030.0,2,10000.0,9.91,0.31,2,673,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22,32342.0,2,5000.0,5.42,0.15,4,639,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
25,37112.0,3,1000.0,12.87,0.03,2,663,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
26,32258.0,2,6000.0,11.99,0.19,2,587,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
22,32377.0,0,5000.0,7.49,0.15,2,523,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
25,40794.0,2,1000.0,7.29,0.02,4,576,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
21,41384.0,0,1000.0,10.99,0.02,2,633,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
21,32309.0,0,7500.0,11.01,0.23,2,628,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
26,32612.0,3,10000.0,11.14,0.31,3,710,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
